price,logPrice,pricePerSqft,propertyType,postalCode,postalFsa,submarketCluster,livingAreaSqft,bedrooms,bathrooms,latitude,longitude,lat_x_lon,lat_sq,lon_sq,propertyTax
1298000.0,14.076335176246172,969.3801344286782,Condo,V6E4M2,V6E,cluster-01,1339.0,2.0,2.0,49.2756184,-123.1341972,-6067.513713217549,2428.0865687024184,15162.030520088489,
3999000.0,15.201554887828957,1638.263006964359,Condo,V6E0A8,V6E,cluster-01,2441.0,2.0,3.0,49.2859438,-123.1238552,-6068.275407826537,2429.104256256758,15159.483719310563,15956.0
659000.0,13.398478813484644,719.4323144104803,Condo,V5W1W2,V5W,cluster-10,916.0,2.0,1.0,49.2304368,-123.0960882,-6060.074190457325,2423.6359075187943,15152.646930142178,1998.0
1799900.0,14.40324166576757,916.9128884360672,Detached,V5K2K7,V5K,cluster-02,1963.0,6.0,3.0,49.2780171,-123.0394138,-6063.138337210376,2428.3229693078924,15138.697348247631,6784.0
14980000.0,16.52222653605335,2922.9268292682927,Detached,V6M1S1,V6M,cluster-06,5125.0,5.0,8.0,49.2367182,-123.1418526,-6063.100695092137,2424.254419106211,15163.915861760128,
699000.0,13.457406021215949,706.060606060606,Condo,V6A0B2,V6A,cluster-05,990.0,2.0,1.0,49.2829676,-123.100636,-6066.764655527393,2428.8108954626496,15153.766583604494,1885.0
928000.0,13.740787011768338,1046.2232243517474,Condo,V6B0C1,V6B,cluster-05,887.0,2.0,2.0,49.2791605,-123.1070402,-6066.611592695753,2428.4356595847607,15155.343346804417,2714.0
1499000.0,14.220308777084735,1029.532967032967,Duplex,V5X2G5,V5X,cluster-10,1456.0,3.0,4.0,49.2136698,-123.0901706,-6057.719011534067,2421.985295183432,15151.190098337103,
599000.0,13.303016877097589,966.1290322580644,Condo,V6G3B1,V6G,cluster-01,620.0,1.0,1.0,49.2875111,-123.134313,-6068.983818778375,2429.2587504326234,15162.05903798197,1852.0
838000.0,13.63877337946422,962.1125143513204,Condo,V5R0B2,V5R,cluster-08,871.0,2.0,2.0,49.2412212,-123.0575805,-6059.505541737306,2424.6978652673292,15143.16811851398,
1200000.0,13.997832114758229,1239.6694214876034,Condo,V6P0E5,V6P,cluster-00,968.0,2.0,2.0,49.2244216,-123.1171561,-6060.370798059412,2423.0436818545463,15157.834126151767,3479.0
2899000.0,14.879876407903792,964.404524284764,Detached,V6R2L6,V6R,cluster-03,3006.0,4.0,3.0,49.262489,-123.1995514,-6069.1165456474355,2426.7928224751213,15178.129465161242,10460.0
6800000.0,15.732433170146336,1503.0946065428825,Detached,V6N3Z3,V6N,cluster-03,4524.0,7.0,7.0,49.2311315,-123.1859501,-6064.583708325537,2423.704308770292,15174.77830203969,
479900.0,13.081333027846338,759.3354430379746,Condo,V6A0B2,V6A,cluster-05,632.0,1.0,1.0,49.2829676,-123.100636,-6066.764655527393,2428.8108954626496,15153.766583604494,1395.0
798000.0,13.589863876431943,1323.3830845771145,Condo,V6Z0C6,V6Z,cluster-01,603.0,1.0,1.0,49.2762666,-123.1289805,-6067.336469304201,2428.1504500342753,15160.74583896938,2309.0
1300000.0,14.077874822431763,1040.0,Condo,V6J5L1,V6J,cluster-01,1250.0,2.0,2.0,49.2629335,-123.1396702,-6066.221384274532,2426.8366170254226,15163.378376964769,
1649000.0,14.315679601541737,1117.966101694915,Townhouse,V6Z2W1,V6Z,cluster-05,1475.0,3.0,3.0,49.275064,-123.1177958,-6066.637267583931,2428.031932204096,15157.991642650495,4966.0
3000000.0,14.914122846632385,1428.571428571429,Detached,V5N4R8,V5N,cluster-09,2100.0,6.0,2.0,49.2526481,-123.0647319,-6061.263933791544,2425.8233448624337,15144.928237618877,
740000.0,13.514405465180351,1633.5540838852098,Condo,V6G0C7,V6G,cluster-01,453.0,1.0,1.0,49.2907836,-123.1297778,-6069.1632322558835,2429.581347902029,15160.942181077373,
1695000.0,14.343193298796688,1014.362657091562,Detached,V5K3M8,V5K,cluster-02,1671.0,3.0,2.0,49.2849902,-123.0463052,-6064.33594592821,2429.0102590140964,15140.393223371548,6276.0
1135000.0,13.94214320889764,914.5850120870266,Condo,V6M4M5,V6M,cluster-00,1241.0,2.0,2.0,49.2334216,-123.1276123,-6061.993646967246,2423.9298024433465,15160.40891069911,3218.0
1838000.0,14.42418858189777,870.6774040738986,Duplex,V5P2A1,V5P,cluster-10,2111.0,5.0,4.0,49.2201041,-123.0690181,-6057.469882366784,2422.618647614837,15145.983216098126,3415.0
1388000.0,14.143374420048886,1115.7556270096463,Condo,V6Z2V2,V6Z,cluster-01,1244.0,2.0,2.0,49.2727408,-123.1211327,-6066.515658529504,2427.802985943985,15158.81331733101,
855861.0,13.659863258760732,1590.8197026022306,Condo,V6P4B1,V6P,cluster-00,538.0,1.0,1.0,49.2108252,-123.1298608,-6059.322056729133,2421.7053168649554,15160.962620627375,
3998000.0,15.201304794042482,1407.250967969025,Detached,V5Y2A2,V5Y,cluster-11,2841.0,5.0,4.0,49.2555253,-123.1130544,-6063.998165759476,2426.1067725789403,15156.824163697358,12565.0
