price,logPrice,pricePerSqft,propertyType,postalCode,postalFsa,submarketCluster,livingAreaSqft,bedrooms,bathrooms,latitude,longitude,lat_x_lon,lat_sq,lon_sq,propertyTax,ageYears,h3Cell,assessedValue,salePrice,saleDate,timeAdjustmentFactor,bedroomsImputed,price_to_assessed
144623.37662337662,11.881888239702654,51.595924589146136,Detached,B3Z1N9,B3Z,cluster-07,2803.0,5.0,4,44.709785,-63.862177,-2855.2642033019447,1998.9648747462247,4078.3776511793294,,3.0,882b0e9191fffff,712800,120000.0,2022-09-15,1.2051948051948052,False,0.2028947483492938
100031.16883116883,11.513237104717206,54.188065455671094,Detached,B3E0B4,B3E,cluster-08,1846.0,3.0,2,44.744026,-63.335585,-2833.8890619652097,2002.027862688676,4011.396327292225,,2.0,882b012443fffff,805400,83000.0,2022-09-27,1.2051948051948052,False,0.12420060694210186
102441.55844155845,11.537047753410924,25.94770983828734,Detached,B2T0C6,B2T,cluster-06,3948.0,3.0,4,44.864744,-63.594927,-2853.170119553688,2012.845254185536,4044.314740135329,,4.0,882b012a81fffff,1133400,85000.0,2022-09-27,1.2051948051948052,False,0.09038429366645355
181984.4155844156,12.111676333735533,76.08044129783259,Detached,B4C3C7,B4C,cluster-06,2392.0,3.0,2,44.757664,-63.685111,-2850.3967999407037,2003.248486736896,4055.793363082321,,3.0,882b012d35fffff,1085200,151000.0,2022-09-29,1.2051948051948052,False,0.16769666014044932
110476.19047619047,11.61255530591907,33.56918580254952,Detached,B0J1N0,B0J,cluster-08,3291.0,2.0,2,44.722517,-63.269683,-2829.5794735521113,2000.1035268152891,4003.052786920489,,1.0,882b0126c7fffff,825800,90000.0,2022-10-12,1.2275132275132274,False,0.13378080706731713
107407.4074074074,11.584384428952374,53.676865271068166,Detached,B2X2G7,B2X,cluster-11,2001.0,4.0,2,44.729092,-63.544551,-2842.290067777692,2000.691671144464,4037.909961791601,,46.0,882b012ea5fffff,576800,87500.0,2022-10-14,1.2275132275132274,False,0.18621256485334153
202539.68253968252,12.218691109489384,32.44788249594401,Detached,B3Z0S8,B3Z,cluster-07,6242.0,4.0,4,44.729108,-63.893437,-2857.8964440641957,2000.6931024756636,4082.3712916729687,,2.0,882b0e91abfffff,1931200,165000.0,2022-10-21,1.2275132275132274,False,0.10487763180389525
159576.71957671957,11.980280086044386,94.76052231396648,Detached,B2Z1N5,B2Z,cluster-08,1684.0,2.0,1,44.676196,-63.31726,-2828.77431794296,1995.962489030416,4009.0754139076,,3.0,882b0124d1fffff,658700,130000.0,2022-10-26,1.2275132275132274,False,0.24226008740962435
101883.59788359787,11.531586243385403,58.38601597913918,Detached,B0J2L0,B0J,cluster-03,1745.0,3.0,2,44.733072,-63.169434,-2825.762839321248,2001.047730557184,3990.377391880356,,1.0,882b0cc82dfffff,620100,83000.0,2022-10-27,1.2275132275132274,False,0.1643018833794515
169396.82539682538,12.03999932074601,64.65527686901733,Detached,B4B2J8,B4B,cluster-02,2620.0,4.0,4,44.703559,-63.715455,-2848.307601804345,1998.4081872664808,4059.659205857025,,4.0,882b0e9745fffff,853700,138000.0,2022-11-10,1.2275132275132274,False,0.19842664331360593
2356825.396825397,14.672826100610632,1520.5325140809011,Detached,B3L1W1,B3L,cluster-04,1550.0,4.0,2,44.654635,-63.604029,-2840.2146995244148,1994.0364269832248,4045.4725050328407,,88.0,882b0e965bfffff,711000,1920000.0,2022-11-30,1.2275132275132274,False,3.314803652356395
233670.75691373853,12.361668381819117,141.61864055378092,Detached,B0J2L0,B0J,cluster-03,1650.0,3.0,3,44.7521,-63.166112,-2826.8161608352,2002.75045441,3989.957705196544,,3.0,882b0ccb37fffff,894400,184782.0,2023-01-03,1.264575320722465,False,0.26125979082484185
632287.6603612325,13.357099728375069,134.98882586704366,Detached,B3Z1W1,B3Z,cluster-07,4684.0,3.0,3,44.659351,-63.942305,-2855.621842744055,1994.457631741201,4088.6183687130247,,3.0,882b0e806bfffff,2257100,500000.0,2023-01-05,1.264575320722465,False,0.2801327634403582
135941.846977665,11.819982477520592,80.43896270867752,Detached,B2Z1R5,B2Z,cluster-08,1690.0,2.0,2,44.668876,-63.381324,-2831.172502471824,1995.3084831033757,4017.192231992976,,3.0,882b0124a3fffff,652000,107500.0,2023-01-26,1.264575320722465,False,0.2084997653031672
505830.128288986,13.133956177060858,100.20406661826188,Detached,B4B0X4,B4B,cluster-02,5048.0,5.0,4,44.707244,-63.701408,-2847.914390599552,1998.7376660755365,4057.869381182464,,3.0,882b0e974dfffff,1785900,400000.0,2023-01-26,1.264575320722465,False,0.28323541535863483
252915.064144493,12.440808996500913,79.63320659461367,Detached,B2X0C1,B2X,cluster-11,3176.0,4.0,4,44.704807,-63.551767,-2841.069478243969,1998.5197689072493,4038.8270888222887,,3.0,882b012cc3fffff,896100,200000.0,2023-02-06,1.264575320722465,False,0.2822397769718703
126457.5320722465,11.747661815940967,57.901800399380264,Duplex,B2Y2K3,B2Y,cluster-11,2184.0,6.0,2,44.661749,-63.551349,-2838.314397649401,1994.671823739001,4038.773959719801,,62.0,882b0c594dfffff,606900,100000.0,2023-02-21,1.264575320722465,False,0.2083663405375622
107615.35979348178,11.586318665532204,40.15498499756783,Detached,B2W1E5,B2W,cluster-11,2680.0,6.0,3,44.636588,-63.524742,-2835.527736460296,1992.4249882817444,4035.3928461665646,,2.0,882b0c5959fffff,653400,85100.0,2023-02-23,1.264575320722465,False,0.1647005812572418
105465.82522194886,11.566142247875591,52.68023237859584,Detached,B4G1E6,B4G,cluster-06,2002.0,2.0,2,44.887362,-63.702095,-2859.4189984233903,2014.8752673190445,4057.9569073890248,,2.0,882b012823fffff,624500,85000.0,2023-03-15,1.240774414375869,False,0.16888042469487408
111669.6972938282,11.623300661715543,65.38038483245211,Detached,B3R1B6,B3R,cluster-04,1708.0,3.0,3,44.589336,-63.591671,-2835.510385020456,1988.2088849208965,4043.9006205722408,,2.0,882b0c59e7fffff,580000,90000.0,2023-03-24,1.240774414375869,False,0.19253396085142793
328184.83260241733,12.701332242683632,66.541936861804,Detached,B3T0L2,B3T,cluster-02,4932.0,4.0,4,44.640877,-63.724123,-2844.700736775871,1992.8078993291292,4060.763852119129,,4.0,882b0e946bfffff,1258400,264500.0,2023-03-31,1.240774414375869,False,0.26079532152131063
116178.73651771956,11.662885116274094,65.89831906847394,Detached,B3V1B7,B3V,cluster-10,1763.0,2.0,2,44.539547,-63.628575,-2833.987906755525,1983.771246965209,4048.595556530625,,3.0,882b0c4b0bfffff,591900,97500.0,2023-04-27,1.1915767847971237,False,0.19628102131731637
116475.43913713405,11.665435706904413,66.2545160051957,Detached,B3Z1N3,B3Z,cluster-07,1758.0,3.0,1,44.715966,-63.866984,-2855.873885066544,1999.517615313156,4078.991645256256,,28.0,882b0e919dfffff,514200,97749.0,2023-04-28,1.1915767847971237,False,0.22651777350667843
181432.89606458123,12.108641145671806,40.051411934786145,Detached,B4G1B7,B4G,cluster-06,4530.0,5.0,5,44.813995,-63.685554,-2854.00409852823,2008.2941478600249,4055.849788286917,,3.0,882b0128b1fffff,1101100,155000.0,2023-05-05,1.170534813319879,False,0.16477422220014643
280928.355196771,12.545854952094553,110.16798243010626,Detached,B3N1M4,B3N,cluster-04,2550.0,3.0,3,44.639213,-63.617952,-2839.855309951776,1992.6593372593688,4047.243816674305,,3.0,882b0c5925fffff,1032300,240000.0,2023-05-16,1.170534813319879,False,0.2721382884789024
105348.1331987891,11.565025699082824,45.09765975975561,Detached,B3Z1E2,B3Z,cluster-07,2336.0,4.0,3,44.685032,-63.867271,-2853.911048387672,1996.752084841024,4079.0283049874415,,2.0,882b0e820dfffff,813700,90000.0,2023-05-18,1.170534813319879,False,0.12946802654392173
132319.391634981,11.792973912566936,75.09613600169183,Detached,B0J2L0,B0J,cluster-03,1762.0,3.0,2,44.772376,-63.147988,-2827.285462379488,2004.565652685376,3987.668388448144,,30.0,882b0ccb07fffff,467400,120000.0,2023-06-01,1.102661596958175,False,0.2830966872806611
159885.93155893538,11.982215912205469,61.04846565824184,Detached,B3V1K2,B3V,cluster-04,2619.0,3.0,3,44.517993,-63.537428,-2828.558774942004,1981.8517007480489,4037.004756855184,,3.0,882b0c4a55fffff,834200,145000.0,2023-06-06,1.102661596958175,False,0.1916637875316895
126806.08365019012,11.750414298148142,32.47274869403076,Detached,B3T0L2,B3T,cluster-02,3905.0,4.0,3,44.641513,-63.722923,-2844.687695502499,1992.8646829291692,4060.610915663929,,3.0,882b0e946bfffff,1087300,115000.0,2023-06-14,1.102661596958175,False,0.11662474353921652
198368.82129277568,12.19788331074138,80.57222635774805,Detached,B2T0K3,B2T,cluster-06,2462.0,3.0,3,44.804607,-63.644288,-2851.557311634816,2007.452808424449,4050.595395026945,,2.0,882b012893fffff,902500,179900.0,2023-06-23,1.102661596958175,False,0.21979924796983455
