price,logPrice,pricePerSqft,propertyType,postalCode,postalFsa,submarketCluster,livingAreaSqft,bedrooms,bathrooms,latitude,longitude,lat_x_lon,lat_sq,lon_sq,propertyTax,ageYears,h3Cell,assessedValue,salePrice,saleDate,timeAdjustmentFactor,bedroomsImputed
675615.5339805825,13.423379456517914,303.647431002509,Detached,,,cluster-09,2225.0,3.0,3,44.941266,-63.547254,-2855.894045583564,2019.717389682756,4038.253490940516,,3.0,882b0138b1fffff,769300,599900.0,2024-02-14,1.1262135922330097,False
139961.38996138997,11.84912187756542,291.5862290862291,Detached,,,cluster-12,480.0,1.0,1,45.047582,-63.18784,-2846.45940380288,2029.284644046724,3992.7031238656,,34.0,882b01a8b7fffff,203200,125000.0,2024-03-21,1.1196911196911197,False
492452.8301886792,13.1071539587408,273.8892270237371,Detached,,,cluster-03,1798.0,3.0,2,44.742402,-63.175144,-2826.607689255888,2001.882536729604,3991.098819420736,,21.0,882b0cc951fffff,770200,450000.0,2024-04-01,1.0943396226415094,False
229811.320754717,12.345013906693904,166.2889441061628,Detached,,,cluster-12,1382.0,3.0,1,45.049185,-63.025117,-2839.230155379645,2029.4290691642252,3972.1653728636898,,,882b01ae6dfffff,273900,210000.0,2024-04-10,1.0943396226415094,True
464000.0,13.047639831208391,374.7980613893377,Detached,,,cluster-03,1238.0,3.0,1,44.796089,-63.110222,-2827.091121521758,2006.689589695921,3982.900120889284,,48.0,882b0ccb49fffff,450200,424000.0,2024-04-22,1.0943396226415094,True
1279370.5569742562,14.06187876258209,282.79632117026,Detached,,,cluster-04,4524.0,3.0,4,44.60342,-63.573214,-2835.58276479188,1989.4650756964,4041.553538289796,,21.0,882b0c59edfffff,1143200,1198500.0,2024-05-10,1.0674764764073894,False
230505.97976080957,12.348032083645505,160.07359705611776,Detached,,,cluster-12,1440.0,3.0,1,45.03781,-63.256311,-2848.92571611891,2028.4043295961,4001.360881328721,,,882b013229fffff,226000,216000.0,2024-06-07,1.0671573137074517,True
693652.2539098436,13.44972603885102,300.2823609999323,Detached,,,cluster-02,2310.0,4.0,3,44.741347,-63.754137,-2852.445966202539,2001.7881313744087,4064.589984614769,,2.0,882b0e92a1fffff,556700,650000.0,2024-06-17,1.0671573137074517,False
629622.8150873965,13.352876212861103,582.9840880438857,Detached,,,cluster-07,1080.0,3.0,0,44.539776,-63.934234,-2847.616461091584,1983.7916461301763,4087.586277166756,,44.0,882b0e856bfffff,554900,590000.0,2024-06-27,1.0671573137074517,True
213431.4627414903,12.271071042509377,169.3900497948336,Detached,,,cluster-12,1260.0,4.0,1,45.121134,-62.99367,-2842.34582522178,2035.9167334459555,3968.2024600689,,,882b01a119fffff,195900,200000.0,2024-06-28,1.0671573137074517,False
858190.0452488688,13.662580851902105,301.33077431491176,Detached,,,cluster-03,2848.0,2.0,3,44.693368,-63.032845,-2817.15013767196,1997.497143183424,3973.139548794026,,19.0,882b0ccad1fffff,854700,817500.0,2024-07-31,1.0497737556561086,False
519638.0090497738,13.160887711699385,314.5508529356984,Detached,,,cluster-08,1652.0,4.0,2,44.742447,-63.211965,-2828.257993778355,2001.886563547809,3995.752519161225,,27.0,882b0cc901fffff,410700,495000.0,2024-08-01,1.0497737556561086,False
614117.6470588236,13.32794179636255,422.9460379193,Detached,,,cluster-03,1452.0,3.0,2,44.767574,-63.100857,-2824.872285210918,2004.1356818454765,3981.718154134449,,5.0,882b0ccb53fffff,577900,585000.0,2024-08-12,1.0497737556561086,False
466099.54751131224,13.05215451156292,353.1057178116002,Detached,,,cluster-07,1320.0,3.0,1,44.660108,-63.88277,-2853.01140753916,1994.525246571664,4081.0083028729,,70.0,882b0e8239fffff,449600,444000.0,2024-08-23,1.0497737556561086,False
472398.1900452489,13.06557753189506,203.70771455163816,Detached,,,cluster-10,2319.0,3.0,2,44.537078,-63.787967,-2840.929661740426,1983.551316778084,4068.9047339930894,,50.0,882b0e8605fffff,520500,450000.0,2024-08-27,1.0497737556561086,False
543023.679417122,13.204908206468236,291.0094745000654,Detached,,,cluster-12,1866.0,2.0,1,45.037715,-63.087012,-2841.29486665758,2028.3957724212248,3979.971083088144,,17.0,882b01af03fffff,461100,514000.0,2024-09-19,1.0564663023679417,False
660291.4389799635,13.400436590749472,186.5230053615716,Detached,,,cluster-09,3540.0,4.0,3,44.985264,-63.42453,-2853.16922612592,2023.673977149696,4022.6710057209,,7.0,882b013ad7fffff,662600,625000.0,2024-11-01,1.0564663023679417,False
121493.6247723133,11.707617069376322,65.14403473046289,Detached,,,cluster-12,1865.0,2.0,2,45.167711,-62.934214,-2842.594389964154,2040.1221169795208,3960.715291797795,,33.0,882b01a30bfffff,356400,115000.0,2024-11-18,1.0564663023679417,False
949763.2058287796,13.763967975484691,463.7515653460838,Detached,,,cluster-05,2048.0,1.0,2,44.774156,-62.761883,-2810.110340295748,2004.725045512336,3939.053957705689,,90.0,882b0cd089fffff,631700,899000.0,2024-11-20,1.0564663023679417,False
665573.7704918033,13.40840476039865,239.41502535676375,Detached,,,cluster-07,2780.0,5.0,3,44.541444,-63.933809,-2847.704173280196,1983.940233605136,4087.531933248481,,53.0,882b0e856bfffff,698000,630000.0,2024-11-28,1.0564663023679417,False
379439.2523364486,12.846449790110055,468.44352140302294,Detached,,,cluster-12,810.0,3.0,1,44.959378,-63.179352,-2840.504368363056,2021.345670146884,3991.630519139904,,,882b01ada9fffff,251500,350000.0,2024-12-18,1.0841121495327102,True
271028.03738317755,12.509977553488842,237.95262281227176,Detached,,,cluster-04,1139.0,3.0,1,44.572628,-63.567752,-2833.381762692256,1986.7191668263845,4040.859094333504,,,882b0c5981fffff,448200,250000.0,2025-02-28,1.0841121495327102,True
110956.52173913045,11.616893707517669,60.79809410363311,Detached,,,cluster-05,1825.0,4.0,2,44.953316,-62.257126,-2798.664258329816,2020.800619395856,3875.949737779876,,64.0,882b2a7547fffff,175100,110000.0,2025-04-07,1.008695652173913,False
