streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,description,price,priceCurrency,property-beds,property-baths,property-sqft,Acreage,Air Conditioning,Year Built,Area,Basement,Bath,Full Bathrooms,Half Bathrooms,Bedroom,Bonus Room,Breakfast,Contract Conditions,Cooling,Den,Property Details,Dining Room,Driveway,Exterior,Exterior Features,Family Room,Features,Fees,Finished Basement,Fireplace,Fireplaces,Formal Dining,Foundation,Foyer,Gallery,Game Room,Garage,Garage Spaces,Garage Type,Great Room,Heating,Heating Source,Home Features,Interior Features,Kitchen,Last Updated,Laundry Room,Date Listed,Listing ID,Living Room,Lot Size,Master Bath,Master Bedroom,Master Bedroom First Floor,Media Room,MLS® #,Model Type,Mortgage Calculator,Neighbourhood Features,N/A,Occupancy,Office/Den,Other,Ownership Type,Parking Spaces,Partial Bathroom,Pet Policy,Pool,Property Tax,Property Type,Roof,Room Details,Rooms,School District,See more details,See less details,Sewer,Square Footage,Status,Stories,Style,Subdivision,Tax Year,Total Acres,Transaction Type,Type,Utility Room,Waterfront,Waterview,Yes,Heating Fuel,Heating/Cooling,Basement Description,Basement Details,Basement Development,Basement Type,Basement Walls,Fireplace Description,Fireplace Fuel,Fireplace Location,Fireplace Type,Fireplace Y/N,Parking,Parking Description,Parking Surface,Parking Types,Garage Capacity,Garage Description,Garage/Carport,Exterior Finish,Pool Features,Pool YN,Roofing,Roofing Description,Lease,Lease Requirements,Lease Term,Architecture,Year Built Description,Year Built Source,Approx Age,Location,Ownership,Pets Allowed,Levels,SqFT Range,Inclusions,Appliances,Exclusions,Electric,Electric Available,Ensuite,Family Room Level,Floor Location,Fuel,Fuel Type,Furnace,Furnished,Gas,Gas Available,Hot Water,Interior,Interior Layout,Interior Maintenance/Repairs Paid By,Laundry,Laundry Description,Laundry Location,LaundryFeatures,Natural Gas,Number Of Fireplaces,Plumbing,Power,Power Source,Smoke Detector(s),Master Description,Br Description,2nd Br Description,3rd Br Description,4th Br Description,5th Br Description,Pantry Description,Foyer Description,Dining Description,Living Description,Kitchen Description,Sitting Description,Den Description,Family Description,Bathroom Description,Office Description,Rec Description,Breakfast Description,Workshop description,Tandem Description,Sunroom Description,Study Description,Solarium Description,Powder Room Description,Play Description,Nursery Description,Mudroom Description,Media/Ent Description,Library Description,Great Room Description,Games Description,Furnace Description,Exercise Description,Dinning Description,Common Room Description,Cold/Cant Description,Locker,Locker Description,Heating Fuels,Flooring,HVAC,Waterfront Features,Waterfront YN,Access,Access Road,Building Style,Building Type,Buildings,Bush,Carport,Construction,Construction Materials,Construction Type,Covered Parking,Direction Facing,District,Exposure,Extra Structures,Fence,Fencing,Fronting On,Frontage,Gated,Loading Dock,Loading Info,Major Area,Out Buildings,Outdoor Area,Patio,Present Structures,Rear Exposure,Road,Road Between Waterfront And Home,Site Description,Site Influence,Site Influences,Site Information,Soil,Sprinklers,Storm Sewage Drain,Association Amenities,Balcony,Acreage Range,Exterior Build,Lot Description,Lot Shape,Lock Box,Security Features,Tenant Pays,Owner Pays,Rent Includes,Assessed Fees,Association Fee Frequency,Telephone Service,TV Service,Utilities,Utilities Included,Utility Description,Waste,Water,Water Heater,Water Heater Location,Water Heating Paid By,Water Paid By,Water Purifier,Water Service,Water Softener,Water Source,Water Treatment,Water Type,Common Interest,Business Type,Commercial Type,Complex,Condo Management,Condo Name,Current Use,Disclosures/Documents,Documents On File,Dues Frequency,Electric (amps),Electric (volts),Electric Paid By,Escape Clause,Farm,Farm Type,Fee Frequency,Fee Includes,Financing,For Sale or Lease,FP Fuel,Franchise,Grade Level Entry Y/N,HOA Includes,HOA Pay Schedule,HOA Terms,Income Property,Insurance Paid By,Lease Includes,Maintenance Paid By,Management,Mobile Home Type,Nearest Town,Occupied By,Percolation Test,Possession,Present Use,Price Type,Property Sub Type,Property Subtype,Property Type Detail,Quarter,Range,Recreation,Rental Type,Residence,Restrictions,Restrictions/Covenants,Sale Rent,Sale Terms,Sale Type,SaleOrRent,Showing Instructions,Soil Test,Sub Property Type,Sub Type,Survey Available,Taxes Paid By,Terms,Title,Parking Features,Fireplace Features,Board,Foundation/Basement,Rental Equipment,Sign,Condo Management Firm,Condo Fees Include,Condo Fees Assessed Y/N,Bare Land YN,Condo Fees,Distance To High School,Drinking Water Y/N,Distance To Town,Distance To Elementary School,Community Name,Amenities,Structure,Surface Water,Utilities Available,Ensuite 4-Piece Level,Storage Room Level,Age Description,Bath 2-Piece Level,Bath 3-Piece Level,Foyer Level,Bath 4-Piece Level,Bedroom Level,Walk In Closet Level,Sewer Type,Last Change Type,Kitchen Level,Dwelling Type,Primary Bedrm Level,Assoc,Living Room Level,Recreation Room Level,Dining Room Level,Laundry Room Level,Rental Features,Assoc/Maint Fee Per,Living Area,Zoning,Architectural Style,Lot Features,Maintenance,Water/Sewer,Double,Land Features,MLS,Sub Area,Building Features,Lease Type,Municipality,Community Features,Elevator,MLS Area Minor,View,Foundation Details,SqFt Range,Building Area Source,Buyer Agent Designation,Lot Measurement,Lot Size Source,Topography,Current Financing
"1207 689 ABBOTT STREET, Vancouver, BC V6B 0J2",Vancouver,BC,V6B 0J2,49.2788252,-123.1077788,"Amazing Espana almost 600sf 1 Bed & Den with Convenient 24 hour Concierge! Fully Furnished and Ready to Move in...Euro style Kitchen with Granite Counters, Breakfast Bar with Built-in Wine Cooler, 1 Parking & 1 Storage Locker complete this unit! Enjoy the South-West City & Water Views from your Covered Balcony Year Round. This Building offers World Class Amenities with an Indoor Pool, Hot Tub, Sauna, Gym, Party & Theatre Rooms, Courtyard, Kids Play area, and so Much More! A Prime Downtown Location in the Centre of it All...Take a Stroll to the Seawall, Parks, Theatres, Rogers Arena, BC Place, Costco, Shops, Restaurants, Bars and Caffe's at your Doorstep. Skytrain and Bus Lines make Access to the Rest of the City a Breeze! Sneak Peek Thurs 12noon to 1pm, by Appointment Only!",699000.0,CAD,1.0,1.0,588,,,,,,,,,,,,,,,,,,,,,Garage; Underground,,,0,,,,,,,,,,,"Baseboard, Electric",,,,,,,,,,,,,,,R2967076,,,,,,,,,,,,,"$1,953 (2024)",Condo,,,,,,,,588 SQFT,,,,Downtown VW,,,,Condo,,,,,,,,,,,,,,,,,Garage; Underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garage; Underground,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2967076,,,,,,,,,,,,,,,,
"1002 1710 BAYSHORE DRIVE, Vancouver, BC V6G 3G4",Vancouver,BC,V6G 3G4,49.2923591,-123.1326009,"Discover the rarely available 02 style in this stunning 2 bed/2 bath suite nestled in the heart of beautiful Coal Harbour. Imagine waking up to breathtaking marina and mountain views, sipping your morning coffee on the terrace, and deciding how to start your day. Will it be a power walk along the Seawall, a bike ride around Stanley Park, or a leisurely stroll to some of the finest restaurants and cafes in Coal Harbour? The choice is yours in this ultimate urban living experience. Bayshore Gardens offers 24/7 concierge services, lush gardens, and full gym amenities. This home also includes 2 parking spaces, a large locker, and bike storage. Don't miss out on this unbeatable location with easy access to all the amenities Coal Harbour has to offer.",1600000.0,CAD,2.0,2.0,"1,144",,,,,,,,,,,,,,,,,,,,,Garage; Underground,,,1,,,,,,,,,,,"Forced Air, Heat Pump",,,,,,,,,,,,,,,R2967067,,,,,,,,,,,,,"$4,470 (2024)",Condo,,,,,,,,"1,144 SQFT",,,,Coal Harbour,,,,Condo,,,,,,,,,,,,,,,,,Garage; Underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garage; Underground,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2967067,,,,,,,,,,,,,,,,
"838 E 21ST STREET, North Vancouver, BC V7J 1N9",North Vancouver,BC,V7J 1N9,49.328643,-123.049575,Extra large level lot in beautiful Lynn Valley. First time on the market. BC Assessment is over $2.2m. Easy access to Highway 1 and bus routes. Lots of local shops and Restaurants close by and Karen Magnussen a few blocks away.,1799000.0,CAD,3.0,4.0,"2,808",0.31,,,,,,,,,,,,,,,,,,,,DetachedGrge/Carport,,,2,,,,,,,,,,,Radiant,,,,,,,,,,,,,,,R2967071,,,,,,,,,,,,,"$8,442 (2024)",Single Family,,,,,,,,"2,808 SQFT",,,,Westlynn,,,,Single Family,,,,,,,,,,,,,,,,,DetachedGrge/Carport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DetachedGrge/Carport,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2967071,,,,,,,,,,,,,,,,
"401 2036 W 10TH AVENUE, Vancouver, BC V6J 2B3",Vancouver,BC,V6J 2B3,49.2625831,-123.1514328,"Discover this quiet, 2 bedroom, 2 bathroom gem in The Tenali, a boutique rainscreened, CONCRETE building in the heart of Kitsilano. This open-concept end unit offers privacy, a bright south-facing patio, an electric fireplace, and an efficient floor plan. With in-suite laundry, secure underground parking, convenience is key. Pets are welcome (1 pet allowed). Enjoy the unbeatable location, steps from the Arbutus Greenway, West 4th Avenue, South Granville, Kitsilano Beach, & Vancouver's finest restaurants. Only five suites per floor ensure a tranquil living experience. No storage locker. Next showing at Open House Sat Feb 15th 12-1:30pm",948000.0,CAD,2.0,2.0,875,,,,,,,,,,,,,,,,,,,,,Garage; Underground,,,1,,,,,,,,,,,Electric,,,,,,,,,,,,,,,R2967070,,,,,,,,,,,,,"$2,790 (2024)",Condo,,,,,,,,875 SQFT,,,,Kitsilano,,,,Condo,,,,,,,,,,,,,,,,,Garage; Underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garage; Underground,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2967070,,,,,,,,,,,,,,,,
"202 5080 ASH STREET, Vancouver, BC V0V 0V0",Vancouver,BC,V0V 0V0,49.2387201,-123.1181326,"Experience elevated living at Ashleigh Oakridge, a boutique concrete offering in Vancouver’s prestigious Oakridge community. This 2 bed + flex, 2 bath home boasts 926 SF interior plus a spacious balcony. Luxurious kitchen with built-in coffee machine, wine fridge & speed oven. Thoughtfully designed with A/C, spa-inspired baths & ample storage. Steps from shopping, parks & transit. Secure your dream home today!",1575900.0,CAD,2.0,2.0,926,,,,,,,,,,,,,,,,,,,,,Garage; Underground,,,,,,,,,,,,,,"Forced Air, Natural Gas",,,,,,,,,,,,,,,R2967063,,,,,,,,,,,,,,Condo,,,,,,,,926 SQFT,,,,Cambie,,,,Condo,,,,,,,,,,,,,,,,,Garage; Underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garage; Underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2967063,,,,,,,,,,,,,,,,
"201 5080 ASH STREET, Vancouver, BC V0V 0V0",Vancouver,BC,V0V 0V0,49.2387201,-123.1181326,"Discover Ashleigh Oakridge, a refined concrete offering in Vancouver’s prestigious Oakridge community. This 1 bed + flex, 1 bath home features 592 SF of interior space plus a 76 SF balcony. Thoughtfully designed with a walk-in closet, spa-inspired bath & flex space ideal for a home office. The gourmet kitchen boasts a built-in coffee machine, speed oven & pantry. Steps from shopping, transit & parks. Secure your dream home today!",950900.0,CAD,2.0,1.0,592,,,,,,,,,,,,,,,,,,,,,Garage; Underground,,,,,,,,,,,,,,"Forced Air, Natural Gas",,,,,,,,,,,,,,,R2967062,,,,,,,,,,,,,,Condo,,,,,,,,592 SQFT,,,,Cambie,,,,Condo,,,,,,,,,,,,,,,,,Garage; Underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garage; Underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2967062,,,,,,,,,,,,,,,,
"3722 SOUTHRIDGE PLACE, West Vancouver, BC V7V 3H8",West Vancouver,BC,V7V 3H8,49.3445832,-123.2190852,"Nestled in West Vancouver's prestigious Westmount, this luxurious 5-bed, 5-bath residence underwent a significant renovation, reaching new heights of sophistication. With breathtaking OCEAN & CITY views, the property is a serene sanctuary. Behind its elegant facade lies a private backyard oasis with a pool & hot tub, perfect for relaxation & entertainment. The heated driveway ensures year-round convenience. An open kitchen & smart floor plan flow seamlessly through the 3,650 sqft of living space. Radiant heating adds warmth in cooler seasons, complemented by included A/C for year-round comfort. Situated on a 12,240 sqft lot, the home balances indoor & outdoor living. Easy access to top schools. Don't miss this luxury home.",4270000.0,CAD,5.0,5.0,"3,650",0.28,,,,,,,,,,,,,,,,,,,,"Add. Parking Avail., Garage; Double",,,,,,,,,,,,,,"Natural Gas, Radiant",,,,,,,,,,,,,,,R2967061,,,,,,,,,,,,,"$10,196 (2022)",Single Family,,,,,,,,"3,650 SQFT",,,,Westmount WV,,,,Single Family,,,,,,,,,,,,,,,,,"Add. Parking Avail., Garage; Double",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Add. Parking Avail., Garage; Double",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2967061,,,,,,,,,,,,,,,,
"203 1538 BOWSER AVENUE, North Vancouver, BC V7P 2Y3",North Vancouver,BC,V7P 2Y3,49.3229347,-123.1151908,"Nestled in the quiet complex of Illahee, this sun-drenched south-facing townhome is looking for its new owner! With so many condos to choose from, finding a good layout is extremely important, and this home has one of the best! It features two large bedrooms with good separation between them and a primary that has its own ensuite. The bright living/dining room is perfect for entertaining, while the cozy kitchen is ideal for baking cookies! Enjoy a huge south-facing wrap around patio, over looking community garden perfect for any plant lover or entertainer! One of the best parts is the direct walkout access from your unit. 1 parking spot. Prime location minutes away from Norgate Park, Capilano Mall, Fitness World, Starbucks, Save-On-Foods, and more! This one wont last book a showing today!",880000.0,CAD,2.0,2.0,975,,,,,,,,,,,,,,,,,,,,,Garage Underbuilding,,,1,,,,,,,,,,,"Baseboard, Electric, Natural Gas",,,,,,,,,,,,,,,R2967060,,,,,,,,,,,,,"$3,727 (2023)",Condo/Townhome,,,,,,,,975 SQFT,,,,Norgate,,,,Condo/Townhome,,,,,,,,,,,,,,,,,Garage Underbuilding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garage Underbuilding,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2967060,,,,,,,,,,,,,,,,
"1810 550 TAYLOR STREET, Vancouver, BC V6B 1R1",Vancouver,BC,V6B 1R1,49.2797761,-123.1055799,"Welcome to The Taylor. This south-facing one-bed, one-bath + den features breathtaking water & City views. Thoughtfully designed layout with no waste of space. A large den is perfect for home office. Amenties including exercise room, meeting rooms. Just steps from Stadium SkyTrain Station, with quick access to the Seawall, Costco, T&T, Rexall, Andy Livingstone Park, Rogers Arena, BC Place, and a variety of trendy restaurants. Don’t miss out – schedule your private showing today!",599000.0,CAD,1.0,1.0,562,,,,,,,,,,,,,,,,,,,,,Garage Underbuilding,,,,,,,,,,,,,,"Baseboard, Electric",,,,,,,,,,,,,,,R2967053,,,,,,,,,,,,,"$1,704 (2024)",Condo,,,,,,,,562 SQFT,,,,Downtown VW,,,,Condo,,,,,,,,,,,,,,,,,Garage Underbuilding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garage Underbuilding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2967053,,,,,,,,,,,,,,,,
"702 1325 ROLSTON STREET, Vancouver, BC V6B 0M2",Vancouver,BC,V6B 0M2,49.2755788,-123.1278306,"Welcome to The Rolston. Start your day with a cup of coffee on your expansive 175 sq ft patio with breathtaking mountain and city views. The fantastic 2-bedroom + den NW facing unit. Thoughtfully designed open layout allow versatile furniture arrangement. Short walk to George Wainborn and David Lam Park providing access to enjoy the seawall accessing Vancouver Harbour, English Bay, Stanley Park and False Creek. Conveniently located near Yaletown Roundhouse station and 5 star restaurants. Concierge, gym and roof top patio with panoramic water views and surrounding cities. Rentals, Dogs and Cats allowed. Don't miss the opportunity to experience The Rolston yourself. Book your private showing today. Open House Sunday Feb 16th 2-4PM.",889000.0,CAD,2.0,1.0,709,,,,,,,,,,,,,,,,,,,,,Garage; Underground,,,,,,,,,,,,,,Baseboard,,,,,,,,,,,,,,,R2967054,,,,,,,,,,,,,"$2,360 (2024)",Condo,,,,,,,,709 SQFT,,,,Downtown VW,,,,Condo,,,,,,,,,,,,,,,,,Garage; Underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garage; Underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2967054,,,,,,,,,,,,,,,,
