price,logPrice,pricePerSqft,propertyType,postalCode,postalFsa,submarketCluster,livingAreaSqft,bedrooms,bathrooms,latitude,longitude,lat_x_lon,lat_sq,lon_sq,propertyTax,ageYears,h3Cell,assessedValue,salePrice,saleDate,timeAdjustmentFactor,bedroomsImputed
100364.29872495448,11.516561832613611,132.40672655007185,Detached,B0J3H0,B0J,unassigned,758.0,3.0,1,44.799489,-62.715022,-2809.600938223758,2006.994214661121,3933.173984460483,,53.0,882b0cd2abfffff,100700,95000.0,2024-09-12,1.0564663023679417,False
101166.0256577972,11.524518264626758,86.0255320219364,Detached,B0J3B0,B0J,unassigned,1176.0,,1,44.905482,-62.477665,-2805.58966105953,2016.502313652324,3903.458623852225,,35.0,882b2a6189fffff,243000,80000.0,2023-01-25,1.264575320722465,True
101359.22330097089,11.526426152189131,180.998613037448,Detached,B0J1W0,B0J,unassigned,560.0,,1,44.812072,-62.993507,-2822.869571216504,2008.121796933184,3968.1819241590497,,53.0,882b0cd8e9fffff,129200,90000.0,2023-08-09,1.1262135922330097,True
101754.38596491228,11.530317207682096,105.33580327630672,Detached,B0J3B0,B0J,unassigned,966.0,,1,44.920996,-62.528393,-2808.8376918394283,2017.895881632016,3909.799931162449,,,882b2a6ad1fffff,125800,100000.0,2025-09-16,1.0175438596491229,True
101754.38596491228,11.530317207682096,80.3112754261344,Detached,B0J2L0,B0J,unassigned,1267.0,,2,44.803859,-62.864403,-2816.5678481311775,2007.3857812918816,3951.9331645464094,,112.0,882b0cd1a9fffff,219200,100000.0,2025-10-31,1.0175438596491229,True
104977.37556561088,11.561500135118786,74.13656466497943,Detached,B0N1X0,B0N,unassigned,1416.0,,1,45.053041,-63.070133,-2841.5012879244528,2029.776503347681,3977.8416766376886,,,882b01af43fffff,160500,100000.0,2024-08-30,1.0497737556561086,True
105348.1331987891,11.565025699082824,139.5339512566743,Detached,B3E1G1,B3E,unassigned,755.0,1.0,1,44.744345,-63.320154,-2833.2188160291303,2002.0564094790252,4009.441902583717,,81.0,882b012637fffff,129600,90000.0,2023-05-01,1.170534813319879,False
105646.63023679415,11.567855127001163,108.6899488032862,Detached,B3Z3N7,B3Z,unassigned,972.0,,1,44.525065,-63.949028,-2847.33462838682,1982.481413254225,4089.478182144784,,65.0,882b0e852bfffff,343800,100000.0,2024-11-15,1.0564663023679417,True
105646.63023679415,11.567855127001163,73.98223405937966,Detached,B0J3B0,B0J,unassigned,1428.0,3.0,2,44.906177,-62.488177,-2806.105136769329,2016.564732755329,3904.772264783329,,96.0,882b2a6185fffff,208900,100000.0,2024-11-27,1.0564663023679417,False
106747.64764073894,11.578222894695744,154.70673571121586,Detached,B3R2H5,B3R,unassigned,690.0,4.0,1,44.609416,-63.624966,-2838.2725762798564,1989.9999958610565,4048.136298501156,,80.0,882b0e96c3fffff,254000,100000.0,2024-05-31,1.0674764764073894,False
106990.29126213591,11.580493373459406,142.84418059030162,Detached,B0N2M0,B0N,unassigned,749.0,2.0,1,45.172301,-62.897963,-2841.245716922863,2040.5367776346009,3956.153749549369,,,882b01a359fffff,112000,95000.0,2023-08-25,1.1262135922330097,False
107176.9549014978,11.582236531575056,102.65991848802472,Detached,B0J2L0,B0J,unassigned,1044.0,,1,44.721304,-62.994655,-2817.2031166301203,1999.9950314604164,3968.326558569025,,53.0,882b0cc107fffff,228200,90000.0,2023-10-30,1.1908550544610867,True
107947.3740507006,11.589399110039862,90.40818597211106,Detached,B0J2K0,B0J,unassigned,1194.0,,1,44.959538,-62.238047,-2798.1938391422864,2021.360057173444,3873.5744943742097,,,882b2a754bfffff,46700,87000.0,2023-03-06,1.240774414375869,True
108116.50485436892,11.590964673326702,65.5251544571933,Detached,B0J3B0,B0J,unassigned,1650.0,3.0,1,44.926777,-62.541556,-2809.790539645012,2018.4152916077292,3911.446226901136,,103.0,882b2a6ad5fffff,198100,96000.0,2024-02-06,1.1262135922330097,False
108753.477582132,11.596838926206384,108.64483274938262,Duplex,B2X1L7,B2X,unassigned,1001.0,3.0,1,44.687722,-63.529563,-2838.991450125486,1996.992497549284,4036.0053749709696,,59.0,882b012cdbfffff,313600,86000.0,2023-02-28,1.264575320722465,False
109307.3133440924,11.601918582668132,150.14740843968735,Detached,B0J3H0,B0J,unassigned,728.0,2.0,1,44.851295,-62.673839,-2811.0028417715052,2011.6386631770251,3928.010094997921,,54.0,882b0cd253fffff,83000,106500.0,2025-07-07,1.0263597497097878,False
109433.96226415092,11.603076561964526,128.5945502516462,Detached,B0N1V0,B0N,unassigned,851.0,2.0,1,44.929217,-63.268779,-2842.616701016043,2018.6345402330892,4002.938396150841,,,882b0130d3fffff,105400,100000.0,2024-04-29,1.0943396226415094,False
110266.1596958175,11.610652355772984,114.86058301647655,Detached,B0J3B0,B0J,unassigned,960.0,,2,44.935885,-62.496271,-2808.325246584835,2019.233760733225,3905.783888905441,,37.0,882b2a613bfffff,178200,100000.0,2023-07-20,1.102661596958175,True
111344.9475921116,11.620388297539431,142.7499328103995,Detached,B0J2K0,B0J,unassigned,780.0,,1,44.928339,-62.296909,-2798.8966462041512,2018.555645298921,3880.904870954281,,37.0,882b2a7535fffff,164100,93500.0,2023-11-29,1.1908550544610867,True
112621.35922330095,11.631786667846958,80.3290721992161,Detached,B3Z3S7,B3Z,unassigned,1402.0,2.0,2,44.49539,-63.875565,-2842.16817614535,1979.8397312521,4080.087804069225,,,882b0e842bfffff,293400,100000.0,2024-02-05,1.1262135922330097,False
