price,logPrice,pricePerSqft,propertyType,postalCode,postalFsa,submarketCluster,livingAreaSqft,bedrooms,bathrooms,latitude,longitude,lat_x_lon,lat_sq,lon_sq,propertyTax
550000.0,13.217673557208654,552.7638190954774,Condo,V5M4T8,V5M,cluster-02,995.0,3.0,2.0,49.2615234,-123.053316,-6061.793805581594,2426.697687688748,15142.118578595855,976.0
1899000.0,14.456837989794423,1087.6288659793815,Duplex,V5P3B9,V5P,cluster-10,1746.0,5.0,4.0,49.2230654,-123.0742259,-6058.090670530074,2422.9101673726773,15147.265080884232,7962.0
1095000.0,13.906264921232738,1224.8322147651006,Condo,V6J0B8,V6J,cluster-01,894.0,2.0,2.0,49.2677333,-123.1429678,-6066.974895340888,2427.309544519929,15164.190518591835,2737.0
3688000.0,15.12059486365862,937.9450661241099,Detached,V5X1N3,V5X,cluster-10,3932.0,8.0,6.0,49.2202777,-123.0956723,-6058.803174274198,2422.635736865117,15152.544538988988,10666.0
808000.0,13.602317337503232,915.0622876557192,Condo,V5Z3G9,V5Z,cluster-00,883.0,1.0,2.0,49.228178,-123.1176167,-6060.855949843372,2423.413509199684,15157.94754188812,2694.0
519000.0,13.159659162148026,1153.3333333333333,Condo,V6Z3G4,V6Z,cluster-01,450.0,0.0,1.0,49.2816882,-123.12427,-6067.771883992614,2428.684791842019,15159.585863032898,1532.0
589900.0,13.287708309991167,1231.5240083507306,Condo,V5R0E4,V5R,cluster-08,479.0,1.0,1.0,49.232991,-123.023952,-6056.837121600432,2423.887402806081,15134.892765698303,1677.0
735000.0,13.507625778194974,1144.8598130841121,Townhouse,V6B0B1,V6B,cluster-01,642.0,1.0,1.0,49.2761893,-123.12245,-6067.005153279785,2428.1428319294346,15159.1376940025,2152.0
1398000.0,14.150553201775892,1091.3348946135832,Townhouse,V6P4A4,V6P,cluster-00,1281.0,3.0,3.0,49.2165201,-123.129695,-6060.015108874369,2422.2658507537035,15160.921790793025,4939.0
649000.0,13.383187995686226,1277.5590551181103,Condo,V6B0H1,V6B,cluster-01,508.0,1.0,1.0,49.2760391,-123.1264715,-6067.184823879035,2428.1280293847285,15160.127984040311,1667.0
2299900.0,14.648376201693301,1373.0746268656717,Condo,V6R2H6,V6R,cluster-03,1675.0,2.0,3.0,49.2640279,-123.2055215,-6069.600248610051,2426.9444449319785,15179.600528086963,5485.0
1038000.0,13.852806342707972,1000.0,Condo,V6Z1W1,V6Z,cluster-01,1038.0,2.0,2.0,49.2792683,-123.1274721,-6067.631732716664,2428.4462841833847,15160.37438573628,3574.0
1139000.0,13.945661242429319,1065.4817586529466,Condo,V6Z2S3,V6Z,cluster-01,1069.0,2.0,2.0,49.2798569,-123.1266061,-6067.661529190667,2428.5042960844776,15160.161129704558,3212.0
3888000.0,15.173405444562468,1541.633624107851,Detached,V5M1G9,V5M,cluster-02,2522.0,4.0,3.0,49.2673265,-123.0536571,-6062.524701364743,2427.2694604576027,15142.202525684379,13512.0
1098000.0,13.909000901051613,1250.5694760820045,Condo,V6T1L9,V6T,cluster-07,878.0,2.0,2.0,49.2622565,-123.2441688,-6071.285855554897,2426.769915471792,15189.125143202893,1887.0
489000.0,13.10011776845701,902.2140221402213,Condo,V6Z2C1,V6Z,cluster-01,542.0,1.0,1.0,49.2770618,-123.1309189,-6067.529900126087,2428.228819641019,15161.223189158376,1532.0
2338000.0,14.66480642101415,1190.4276985743381,Detached,V6R1Y7,V6R,cluster-03,1964.0,4.0,2.0,49.2649211,-123.182322,-6068.567374244794,2427.0324509892253,15173.884453311684,9885.0
3999000.0,15.201554887828955,1638.263006964359,Condo,V6E0A8,V6E,cluster-01,2441.0,2.0,3.0,49.2859438,-123.1238552,-6068.275407826537,2429.104256256758,15159.483719310565,15956.0
525000.0,13.17115354157376,1007.6775431861804,Condo,V5X0J9,V5X,cluster-10,521.0,1.0,1.0,49.2112675,-123.0897125,-6057.400768335594,2421.7488489565562,15151.077323332658,1586.0
3688000.0,15.12059486365862,818.2826714000444,Detached,V6N3B7,V6N,cluster-03,4507.0,7.0,4.0,49.2358923,-123.1834102,-6065.045117753922,2424.1730905771997,15174.152548501463,12853.0
628000.0,13.350295445450335,1123.4347048300538,Condo,V6B6H4,V6B,cluster-05,559.0,1.0,1.0,49.2840532,-123.1132837,-6067.521623497493,2428.9178998204306,15156.880623396684,1806.0
638900.0,13.367503226590435,842.8759894459102,Condo,V5R6H7,V5R,cluster-08,758.0,1.0,1.0,49.2351422,-123.0261651,-6057.210733019177,2424.099227454221,15135.437299212457,
988000.0,13.803437976730004,909.7605893186004,Townhouse,V5Z2E8,V5Z,cluster-11,1086.0,2.0,3.0,49.2477757,-123.1215182,-6063.4609121570675,2425.3434113975104,15158.908243872931,
